employee_id,age,department,job_level,education,location,tenure_years,salary,performance_rating,satisfaction_score,engagement_score,attrition,attrition_reason,training_hours,promotions,hire_date
EMP00669,53,Product,Senior,Master,Austin TX,10,93946,Needs Improvement,1.7,1.9,0,,37,4,2021-04-08
EMP00670,39,Sales,VP,Bachelor,Boston MA,7,193224,Exceeds Expectations,2.4,3.2,1,Work-Life Balance,32,2,2023-06-23
EMP00671,30,Finance,Mid,PhD,Chicago IL,8,65279,Outstanding,2.1,2.4,0,,1,3,2022-07-05
EMP00672,47,Marketing,VP,PhD,New York NY,7,197435,Outstanding,1.8,1.9,0,,10,2,2018-08-24
EMP00673,48,HR,Lead,Master,Boston MA,6,119374,Meets Expectations,3.2,2.5,0,,1,3,2018-09-03
EMP00674,36,Operations,Senior,Master,Chicago IL,13,98949,Exceeds Expectations,2.6,4.1,0,,2,4,2015-04-04
EMP00675,31,Engineering,Mid,PhD,San Francisco CA,10,83618,Outstanding,3.4,3.4,0,,50,0,2026-04-24
EMP00676,52,Product,Mid,Bachelor,Austin TX,3,75775,Needs Improvement,2.8,4.6,0,,70,1,2017-10-30
EMP00677,53,Engineering,VP,Bachelor,New York NY,0,196117,Meets Expectations,4.6,2.5,1,Personal,67,0,2026-05-21
EMP00678,45,Customer Success,Junior,Bachelor,Chicago IL,0,50630,Needs Improvement,4.6,2.6,1,Career Growth,61,5,2024-07-25
EMP00679,35,Sales,Lead,Bachelor,Chicago IL,4,133522,Outstanding,2.7,3.8,0,,73,2,2015-08-11
EMP00680,51,HR,Manager,Bachelor,Chicago IL,8,126609,Outstanding,1.6,1.3,1,Work-Life Balance,72,3,2019-04-01
EMP00681,58,Customer Success,Lead,Master,Seattle WA,1,129159,Exceeds Expectations,3.6,4.7,1,Relocation,22,3,2017-03-07
EMP00682,49,HR,Mid,High School,San Francisco CA,14,77604,Outstanding,1.7,3.3,0,,20,2,2012-01-04
EMP00683,26,Finance,Director,High School,Austin TX,6,179777,Exceeds Expectations,5.0,3.2,0,,64,2,2024-07-18
EMP00684,32,Product,Lead,PhD,New York NY,8,111795,Outstanding,2.8,1.3,0,,51,1,2016-03-02
EMP00685,22,Product,Junior,PhD,Seattle WA,8,48757,Outstanding,1.5,3.7,0,,8,0,2022-02-22
EMP00686,50,HR,Director,High School,San Francisco CA,4,165426,Needs Improvement,4.4,1.7,0,,37,0,2012-05-20
EMP00687,26,Product,Mid,Bachelor,Seattle WA,0,87196,Needs Improvement,2.8,1.7,0,,6,5,2021-11-24
EMP00688,41,Sales,Lead,Bachelor,New York NY,14,106717,Meets Expectations,1.2,2.5,0,,30,1,2021-03-28
EMP00689,48,Sales,Junior,High School,Boston MA,0,45477,Meets Expectations,1.8,3.7,1,Compensation,21,0,2025-02-02
EMP00690,28,Product,Manager,PhD,Austin TX,10,130573,Outstanding,1.8,1.8,0,,29,1,2013-07-21
EMP00691,42,Sales,Senior,Bachelor,Austin TX,5,85491,Outstanding,2.3,2.6,0,,35,5,2011-12-31
EMP00692,26,Operations,Junior,Bachelor,New York NY,6,58470,Needs Improvement,3.4,4.9,0,,12,4,2021-08-03
EMP00693,46,Operations,Director,High School,New York NY,4,160880,Outstanding,4.0,3.8,0,,2,4,2017-06-09
EMP00694,54,Customer Success,Lead,Master,San Francisco CA,7,121496,Needs Improvement,5.0,1.9,0,,54,1,2025-03-14
EMP00695,30,Sales,Junior,Bachelor,Boston MA,11,61342,Needs Improvement,1.6,1.8,0,,76,3,2019-09-07
EMP00696,39,Operations,Mid,Master,Austin TX,10,86089,Outstanding,1.2,4.2,0,,29,5,2023-02-17
EMP00697,37,Operations,Senior,PhD,Chicago IL,6,102672,Meets Expectations,4.7,5.0,1,Work-Life Balance,23,3,2019-04-13
EMP00698,53,Engineering,Junior,High School,San Francisco CA,2,51306,Meets Expectations,5.0,4.8,1,Relocation,70,1,2022-08-08
EMP00699,27,HR,Manager,Bachelor,Chicago IL,13,143756,Outstanding,1.7,1.8,0,,31,2,2015-06-08
EMP00700,50,Finance,Manager,PhD,Seattle WA,6,128908,Exceeds Expectations,2.9,4.8,0,,21,3,2025-04-23
EMP00701,54,Customer Success,Lead,PhD,Austin TX,13,129914,Outstanding,4.8,2.9,0,,38,4,2012-10-17
EMP00702,33,Marketing,Manager,High School,New York NY,8,132466,Outstanding,2.8,2.5,0,,17,5,2024-05-04
EMP00703,31,Customer Success,Mid,PhD,Seattle WA,6,65136,Outstanding,3.0,3.9,1,Career Growth,47,3,2018-11-09
EMP00704,26,Customer Success,Senior,Bachelor,Seattle WA,13,113999,Meets Expectations,4.7,2.5,1,Work-Life Balance,44,4,2019-01-17
EMP00705,45,Customer Success,Director,High School,New York NY,1,171328,Outstanding,2.7,2.0,0,,80,5,2013-12-18
EMP00706,31,Engineering,Director,High School,Austin TX,8,169838,Meets Expectations,3.7,2.0,0,,11,5,2025-10-13
EMP00707,27,Product,Lead,PhD,Chicago IL,6,133704,Exceeds Expectations,4.3,2.0,0,,39,5,2016-12-17
EMP00708,27,Product,VP,Bachelor,Boston MA,3,210846,Exceeds Expectations,4.2,4.3,0,,50,5,2022-10-15
EMP00709,32,Finance,Junior,Master,Boston MA,15,45051,Outstanding,4.1,2.7,1,Career Growth,21,1,2025-10-05
EMP00710,30,Operations,Mid,Bachelor,San Francisco CA,6,80940,Meets Expectations,4.8,2.8,0,,7,5,2023-06-15
EMP00711,34,Marketing,VP,Bachelor,Austin TX,8,219565,Needs Improvement,2.8,4.7,0,,37,0,2019-02-09
EMP00712,39,Product,Junior,High School,Austin TX,2,56211,Needs Improvement,1.9,2.9,1,Work-Life Balance,0,5,2018-03-28
EMP00713,35,Engineering,Junior,PhD,New York NY,0,57309,Outstanding,4.9,4.0,0,,77,3,2022-01-28
EMP00714,43,Operations,Senior,Master,New York NY,10,111766,Needs Improvement,2.4,2.6,0,,12,0,2021-08-29
EMP00715,47,Customer Success,VP,Master,Seattle WA,4,190841,Meets Expectations,4.5,2.1,0,,79,5,2023-05-31
EMP00716,48,Customer Success,Manager,Master,Austin TX,6,120102,Needs Improvement,4.8,4.3,0,,41,5,2012-11-14
EMP00717,53,Customer Success,Mid,High School,Boston MA,12,89222,Outstanding,1.3,2.7,0,,49,2,2016-05-15
EMP00718,31,HR,Director,Bachelor,Seattle WA,1,154189,Outstanding,1.3,4.3,0,,14,3,2012-10-03
EMP00719,35,HR,Mid,Bachelor,New York NY,5,89682,Needs Improvement,3.8,1.4,0,,49,2,2022-03-16
EMP00720,38,HR,Director,High School,Boston MA,15,179409,Outstanding,3.7,4.7,0,,42,1,2012-08-13
EMP00721,43,Sales,Director,Bachelor,San Francisco CA,12,179824,Outstanding,3.9,2.5,0,,33,0,2018-01-09
EMP00722,29,Finance,Junior,Master,San Francisco CA,2,56148,Needs Improvement,4.7,4.0,0,,40,3,2017-04-10
EMP00723,25,Engineering,Senior,Bachelor,Austin TX,6,112758,Meets Expectations,2.7,4.1,0,,50,0,2019-07-06
EMP00724,31,Customer Success,Senior,Bachelor,Boston MA,9,112433,Exceeds Expectations,3.7,1.6,0,,4,4,2011-09-14
EMP00725,54,Operations,Senior,PhD,New York NY,3,93960,Meets Expectations,3.8,2.9,0,,48,0,2016-05-06
EMP00726,35,Operations,Mid,PhD,New York NY,7,87950,Outstanding,4.7,4.1,0,,20,0,2014-12-22
EMP00727,49,Product,Senior,Master,Boston MA,15,96413,Exceeds Expectations,2.6,3.1,0,,24,5,2022-05-19
EMP00728,30,Product,Junior,PhD,Boston MA,10,69650,Exceeds Expectations,4.5,1.2,0,,20,4,2024-01-19
EMP00729,52,Marketing,Lead,Master,Boston MA,9,134400,Needs Improvement,1.9,4.0,1,Relocation,13,5,2021-10-24
EMP00730,49,Marketing,Lead,High School,Chicago IL,5,106845,Needs Improvement,4.9,1.7,1,Personal,43,4,2013-07-06
EMP00731,47,Product,Mid,PhD,Boston MA,7,66113,Meets Expectations,2.6,2.2,1,Personal,11,3,2019-12-25
EMP00732,50,Product,Senior,High School,Chicago IL,11,85380,Meets Expectations,1.3,3.0,1,Relocation,73,3,2014-04-30
EMP00733,28,Finance,Director,High School,New York NY,5,162581,Meets Expectations,3.6,2.7,0,,8,5,2013-12-14
EMP00734,23,Marketing,Lead,High School,San Francisco CA,12,123220,Needs Improvement,4.1,3.1,0,,15,1,2018-03-26
EMP00735,57,Marketing,Junior,High School,Chicago IL,14,71231,Meets Expectations,1.2,3.3,0,,32,0,2011-12-23
EMP00736,54,Sales,Junior,Bachelor,New York NY,9,56913,Needs Improvement,1.7,4.9,0,,5,4,2017-10-02
EMP00737,56,Finance,Director,Bachelor,Boston MA,14,154582,Exceeds Expectations,3.8,3.1,0,,12,5,2025-08-05
EMP00738,24,Engineering,Mid,Master,New York NY,6,69642,Meets Expectations,4.3,4.8,0,,16,5,2012-03-15
EMP00739,57,Product,Junior,Master,Boston MA,8,53541,Needs Improvement,4.6,2.6,0,,54,5,2017-04-16
EMP00740,35,Marketing,Manager,Master,Chicago IL,2,140629,Meets Expectations,5.0,3.8,0,,65,4,2015-03-15
EMP00741,31,Marketing,Lead,Master,Austin TX,10,130814,Needs Improvement,1.1,3.4,0,,68,0,2014-11-20
EMP00742,43,Product,Junior,Master,Austin TX,2,56888,Meets Expectations,4.1,1.6,0,,12,3,2019-09-16
EMP00743,28,HR,Lead,High School,Chicago IL,3,110758,Outstanding,4.5,3.4,0,,44,5,2017-02-26
EMP00744,39,Finance,Manager,Master,Boston MA,3,149378,Meets Expectations,2.3,4.0,1,Personal,68,4,2011-07-07
EMP00745,30,Product,Lead,PhD,Chicago IL,8,105311,Meets Expectations,3.9,3.6,0,,34,0,2012-01-08
EMP00746,37,Operations,Director,Master,New York NY,13,173159,Outstanding,2.8,2.4,0,,54,4,2024-07-05
EMP00747,27,HR,Senior,Bachelor,Austin TX,9,98320,Needs Improvement,4.4,3.5,0,,21,4,2011-09-01
EMP00748,40,Engineering,Junior,PhD,Seattle WA,15,71487,Meets Expectations,4.8,2.7,0,,65,5,2017-05-30
EMP00749,22,Sales,Lead,Bachelor,Boston MA,6,134847,Exceeds Expectations,1.0,2.7,0,,67,5,2011-06-02
EMP00750,50,Engineering,Manager,High School,New York NY,5,142102,Meets Expectations,4.1,4.6,0,,17,4,2025-11-12
EMP00751,49,Operations,Junior,High School,New York NY,15,57422,Meets Expectations,4.9,2.4,1,Work-Life Balance,61,2,2024-03-31
EMP00752,22,Finance,Mid,PhD,Chicago IL,12,72125,Needs Improvement,4.7,4.8,0,,62,0,2011-11-09
EMP00753,51,Operations,Junior,PhD,New York NY,10,54776,Meets Expectations,1.0,4.6,0,,1,0,2021-02-23
EMP00754,34,Product,Lead,High School,San Francisco CA,2,122337,Outstanding,1.6,1.5,0,,32,1,2018-05-19
EMP00755,45,Customer Success,Lead,PhD,Boston MA,9,116943,Needs Improvement,1.7,4.2,0,,56,1,2026-03-14
EMP00756,49,Marketing,Senior,High School,San Francisco CA,0,96771,Exceeds Expectations,3.8,1.4,0,,50,3,2012-04-07
EMP00757,32,Operations,Junior,PhD,Boston MA,6,60705,Outstanding,4.9,1.5,0,,16,2,2013-09-06
EMP00758,46,Product,Manager,High School,Boston MA,4,123595,Exceeds Expectations,4.2,1.5,0,,30,0,2013-10-30
EMP00759,22,Operations,Lead,Bachelor,Boston MA,13,120734,Meets Expectations,2.9,4.0,0,,65,1,2021-02-12
EMP00760,29,HR,Senior,Bachelor,San Francisco CA,8,107968,Needs Improvement,4.3,1.8,0,,75,5,2023-10-03
EMP00761,29,Marketing,Mid,High School,Chicago IL,4,78149,Outstanding,5.0,4.7,1,Compensation,11,0,2016-03-20
EMP00762,55,Product,Lead,High School,Chicago IL,9,127942,Outstanding,1.9,2.3,0,,54,5,2017-05-07
EMP00763,29,Engineering,Senior,High School,San Francisco CA,8,96913,Exceeds Expectations,2.4,2.7,0,,5,0,2017-07-16
EMP00764,42,Engineering,Director,Master,Seattle WA,6,159349,Meets Expectations,4.6,1.4,0,,46,2,2025-05-09
EMP00765,28,Finance,Junior,Master,San Francisco CA,0,67379,Exceeds Expectations,4.4,2.3,0,,35,1,2024-11-07
EMP00766,28,Product,Junior,Bachelor,Boston MA,4,65629,Meets Expectations,1.5,3.3,0,,57,0,2013-04-13
EMP00767,43,Sales,Manager,High School,San Francisco CA,9,143768,Meets Expectations,4.0,3.1,0,,24,3,2014-07-18
EMP00768,57,Finance,VP,High School,Seattle WA,11,219324,Outstanding,3.5,1.5,0,,53,4,2011-10-16
EMP00769,39,Engineering,Mid,PhD,Seattle WA,4,74491,Meets Expectations,3.3,4.2,1,Personal,68,4,2016-08-16
EMP00770,50,Sales,Mid,High School,San Francisco CA,12,83431,Meets Expectations,2.6,2.1,0,,73,1,2017-11-21
EMP00771,54,Engineering,VP,Master,Boston MA,14,206509,Meets Expectations,3.1,2.2,0,,34,4,2018-01-03
EMP00772,36,Sales,Mid,Bachelor,New York NY,1,82483,Exceeds Expectations,1.2,1.6,1,Better Opportunity,31,1,2021-03-11
EMP00773,44,Sales,Junior,PhD,Chicago IL,11,55635,Meets Expectations,3.8,3.2,1,Work-Life Balance,41,0,2023-02-01
EMP00774,44,Engineering,VP,PhD,Boston MA,7,213936,Needs Improvement,1.7,4.9,0,,32,5,2013-05-14
EMP00775,50,HR,VP,Bachelor,Seattle WA,7,200625,Outstanding,3.3,4.2,0,,29,5,2020-06-22
EMP00776,31,Product,Senior,Bachelor,Chicago IL,15,88070,Meets Expectations,2.8,4.3,0,,62,5,2016-12-17
EMP00777,40,Marketing,Director,High School,San Francisco CA,0,160163,Meets Expectations,1.7,2.6,1,Better Opportunity,54,1,2023-06-19
EMP00778,47,Customer Success,Director,PhD,Seattle WA,3,173734,Needs Improvement,3.9,4.2,0,,2,0,2013-10-31
EMP00779,24,Engineering,VP,High School,Austin TX,4,198137,Needs Improvement,2.1,4.8,0,,69,5,2015-08-19
EMP00780,27,Operations,VP,Master,New York NY,6,194562,Meets Expectations,3.3,2.8,0,,61,1,2017-05-31
EMP00781,56,HR,Junior,High School,Chicago IL,8,65561,Exceeds Expectations,1.1,1.2,0,,53,1,2023-01-28
EMP00782,23,Engineering,Mid,High School,Seattle WA,7,78996,Outstanding,2.4,2.1,0,,21,0,2017-04-06
EMP00783,40,HR,Junior,High School,Chicago IL,11,47499,Needs Improvement,1.5,4.7,0,,19,1,2021-12-10
EMP00784,43,Product,Manager,Master,Austin TX,5,142263,Exceeds Expectations,4.6,3.7,0,,34,3,2019-12-08
EMP00785,26,Operations,Senior,Bachelor,Seattle WA,0,113236,Exceeds Expectations,1.6,3.6,0,,57,5,2012-07-30
EMP00786,26,Customer Success,VP,Bachelor,San Francisco CA,3,208934,Exceeds Expectations,3.9,1.6,0,,49,2,2021-05-01
EMP00787,49,Operations,Lead,Bachelor,Seattle WA,15,127722,Meets Expectations,3.4,3.5,0,,53,4,2011-06-18
EMP00788,56,Customer Success,Manager,Bachelor,Boston MA,15,137448,Outstanding,1.9,1.3,0,,11,1,2022-11-19
EMP00789,35,Operations,Junior,Master,New York NY,0,56875,Needs Improvement,4.8,4.7,0,,17,2,2020-04-30
EMP00790,57,Customer Success,Mid,Bachelor,Seattle WA,13,72946,Needs Improvement,1.9,4.0,0,,3,5,2014-04-05
EMP00791,25,Product,Senior,High School,San Francisco CA,3,106716,Meets Expectations,2.9,3.4,0,,46,1,2022-03-03
EMP00792,26,Sales,Mid,Bachelor,Boston MA,0,83650,Outstanding,2.7,4.1,0,,67,5,2012-04-06
EMP00793,48,Finance,Lead,High School,Boston MA,10,119548,Meets Expectations,3.8,2.1,0,,4,4,2020-05-16
EMP00794,32,Marketing,Manager,Master,Boston MA,0,132988,Exceeds Expectations,3.7,4.5,0,,29,3,2015-08-19
EMP00795,27,Marketing,Senior,Bachelor,Boston MA,12,89100,Outstanding,2.6,1.2,0,,71,4,2021-06-09
EMP00796,51,Sales,VP,Master,Boston MA,15,200262,Needs Improvement,2.6,2.5,0,,54,1,2021-04-19
EMP00797,28,Finance,Junior,Bachelor,Chicago IL,2,56885,Exceeds Expectations,4.4,1.1,0,,13,0,2013-10-27
EMP00798,22,HR,Manager,High School,Chicago IL,9,126151,Exceeds Expectations,3.6,1.1,0,,72,0,2024-01-30
EMP00799,25,Customer Success,Junior,PhD,Chicago IL,10,48054,Exceeds Expectations,1.0,2.4,0,,24,2,2019-07-13
EMP00800,44,Product,Director,Bachelor,Austin TX,4,173024,Needs Improvement,2.3,4.6,0,,75,3,2023-03-14
EMP00801,24,Customer Success,Manager,Bachelor,San Francisco CA,9,125282,Needs Improvement,2.9,4.5,0,,18,5,2021-10-11
EMP00802,55,Marketing,Manager,High School,Boston MA,10,134663,Outstanding,2.4,2.4,0,,49,1,2011-08-26
EMP00803,26,HR,Manager,Master,Chicago IL,4,138576,Meets Expectations,3.0,4.2,0,,11,3,2022-12-31
EMP00804,42,Sales,Lead,High School,San Francisco CA,5,114686,Needs Improvement,2.1,2.5,0,,58,2,2018-10-10
EMP00805,50,Customer Success,Senior,PhD,Seattle WA,4,89062,Exceeds Expectations,3.0,2.5,0,,79,5,2018-08-26
EMP00806,45,Marketing,Lead,High School,Boston MA,10,117244,Needs Improvement,2.7,2.8,1,Compensation,71,0,2021-12-07
EMP00807,28,Marketing,VP,PhD,Boston MA,9,202314,Outstanding,2.6,1.3,0,,11,2,2013-05-30
EMP00808,56,Customer Success,Lead,PhD,San Francisco CA,14,108575,Outstanding,3.9,4.7,1,Career Growth,42,0,2019-01-08
EMP00809,53,Operations,Senior,PhD,San Francisco CA,6,108012,Meets Expectations,1.5,2.8,0,,27,2,2013-05-21
EMP00810,46,Engineering,Manager,Bachelor,Austin TX,1,146494,Needs Improvement,2.7,2.9,0,,54,2,2012-05-06
EMP00811,33,Finance,Director,PhD,Chicago IL,2,154644,Outstanding,2.6,2.2,1,Compensation,33,1,2016-02-25
EMP00812,49,Engineering,Junior,PhD,Chicago IL,10,69680,Outstanding,1.8,4.8,0,,20,5,2021-04-21
EMP00813,58,Product,Senior,Bachelor,New York NY,12,111968,Needs Improvement,4.1,3.4,1,Personal,40,0,2017-09-27
EMP00814,31,Marketing,Lead,High School,Seattle WA,15,133321,Exceeds Expectations,4.2,3.7,0,,16,5,2024-02-04
EMP00815,28,Customer Success,Director,PhD,San Francisco CA,1,157163,Meets Expectations,1.8,3.8,0,,44,1,2026-03-24
EMP00816,58,HR,Director,PhD,Boston MA,0,162132,Needs Improvement,1.1,4.6,0,,58,3,2019-05-23
EMP00817,44,Product,Senior,PhD,New York NY,13,102143,Outstanding,2.3,4.7,0,,22,4,2012-06-28
EMP00818,49,Marketing,Manager,High School,Austin TX,12,129339,Exceeds Expectations,3.8,2.7,0,,13,0,2019-11-02
EMP00819,48,Engineering,Manager,High School,Boston MA,3,136266,Outstanding,3.5,3.2,0,,37,3,2020-10-16
EMP00820,51,HR,Mid,PhD,Boston MA,12,68751,Outstanding,2.9,1.5,1,Personal,50,0,2016-03-24
EMP00821,36,Operations,VP,Bachelor,Austin TX,9,198769,Outstanding,2.1,4.4,0,,53,0,2019-08-08
EMP00822,31,Engineering,Junior,Bachelor,Chicago IL,11,72550,Exceeds Expectations,4.3,3.4,0,,55,1,2019-08-11
EMP00823,47,Product,Mid,Bachelor,Seattle WA,1,91258,Outstanding,2.7,4.8,0,,40,4,2019-09-26
EMP00824,36,Marketing,Lead,Master,Chicago IL,3,128266,Outstanding,3.0,3.5,0,,20,2,2013-07-04
EMP00825,27,HR,Junior,PhD,Austin TX,0,59333,Needs Improvement,4.1,1.6,1,Personal,16,3,2019-04-08
EMP00826,37,Operations,Mid,Master,Boston MA,7,74729,Outstanding,4.4,3.9,0,,6,2,2011-06-16
EMP00827,23,Sales,Mid,Master,San Francisco CA,3,68635,Exceeds Expectations,3.4,1.4,0,,11,0,2014-02-02
EMP00828,45,Customer Success,VP,High School,San Francisco CA,6,202805,Outstanding,4.2,2.7,1,Personal,53,3,2012-05-08
EMP00829,50,Operations,Director,High School,New York NY,5,155891,Needs Improvement,4.6,3.6,0,,44,3,2013-11-25
EMP00830,55,Engineering,Mid,Bachelor,New York NY,8,68984,Meets Expectations,1.1,1.1,1,Better Opportunity,27,0,2025-07-21
EMP00831,36,Operations,Mid,High School,New York NY,2,88846,Meets Expectations,1.5,2.1,0,,70,5,2013-08-29
EMP00832,53,Finance,Lead,Master,Seattle WA,13,121798,Meets Expectations,4.7,2.0,0,,13,4,2025-09-23
EMP00833,35,Finance,Mid,High School,Chicago IL,15,79203,Exceeds Expectations,2.7,4.0,0,,49,3,2020-01-29
EMP00834,44,HR,Manager,Master,Chicago IL,11,149422,Needs Improvement,1.3,1.7,0,,52,2,2017-11-28
EMP00835,23,Operations,Lead,High School,San Francisco CA,3,110895,Meets Expectations,2.7,1.7,0,,47,2,2019-06-09
EMP00836,42,Marketing,VP,Master,San Francisco CA,3,190315,Outstanding,1.0,2.3,0,,71,0,2023-02-25
EMP00837,35,Product,Senior,PhD,Boston MA,6,88372,Needs Improvement,3.9,4.8,0,,55,2,2023-04-07
EMP00838,34,Operations,Mid,High School,Seattle WA,1,91303,Needs Improvement,1.2,2.1,0,,21,4,2022-06-27
EMP00839,46,Operations,Manager,PhD,New York NY,7,138887,Needs Improvement,1.1,4.1,1,Compensation,51,0,2011-09-18
EMP00840,23,Engineering,Senior,Master,New York NY,2,100397,Exceeds Expectations,4.2,3.9,1,Career Growth,10,4,2013-05-22
EMP00841,25,Operations,Lead,Master,Chicago IL,12,114779,Needs Improvement,2.8,4.4,0,,13,0,2014-10-13
EMP00842,22,HR,Junior,Bachelor,Austin TX,4,48445,Meets Expectations,4.4,3.9,0,,24,5,2015-04-18
EMP00843,56,Operations,VP,High School,New York NY,0,212552,Needs Improvement,2.0,4.1,0,,9,2,2015-08-18
EMP00844,46,Operations,Director,Master,San Francisco CA,8,172893,Meets Expectations,1.6,2.8,0,,74,3,2013-11-02
EMP00845,29,Customer Success,Director,Bachelor,Austin TX,7,168936,Outstanding,3.0,2.1,0,,33,2,2023-12-28
EMP00846,57,Sales,Senior,PhD,Austin TX,7,106609,Needs Improvement,4.4,3.8,0,,27,0,2021-07-07
EMP00847,46,HR,Lead,Master,Boston MA,6,120979,Exceeds Expectations,1.8,3.4,1,Career Growth,19,4,2014-02-05
EMP00848,36,Sales,Mid,Bachelor,Austin TX,11,77634,Outstanding,4.5,3.1,0,,35,3,2019-05-21
EMP00849,41,Marketing,Director,PhD,San Francisco CA,3,154826,Needs Improvement,1.4,1.4,0,,34,0,2025-03-18
EMP00850,55,Customer Success,Director,Bachelor,San Francisco CA,14,161532,Outstanding,4.7,1.3,0,,50,4,2020-05-10
EMP00851,43,Product,Manager,Bachelor,New York NY,1,134461,Outstanding,1.4,3.6,0,,24,3,2014-10-12
EMP00852,39,Marketing,Manager,Bachelor,Austin TX,15,136994,Needs Improvement,3.7,3.6,0,,6,0,2013-06-02
EMP00853,26,Finance,Mid,PhD,Austin TX,3,74026,Outstanding,3.5,3.9,0,,28,5,2020-11-08
EMP00854,35,Finance,Lead,High School,Austin TX,5,130746,Exceeds Expectations,3.5,3.8,0,,23,4,2015-12-17
EMP00855,41,Customer Success,Director,Bachelor,Austin TX,7,155578,Outstanding,1.3,1.7,0,,60,3,2016-07-21
EMP00856,33,Operations,Junior,PhD,Chicago IL,8,73877,Exceeds Expectations,3.7,4.4,1,Better Opportunity,62,1,2025-11-01
EMP00857,24,Customer Success,Junior,Bachelor,Austin TX,0,63588,Meets Expectations,2.2,1.9,0,,12,2,2023-05-11
EMP00858,53,Operations,Lead,Master,New York NY,11,122881,Needs Improvement,2.9,2.5,0,,42,4,2021-06-18
EMP00859,39,Customer Success,Junior,Master,Seattle WA,0,49846,Meets Expectations,4.4,3.6,0,,3,1,2017-02-01
EMP00860,35,Product,Senior,PhD,Chicago IL,2,91351,Exceeds Expectations,2.5,1.4,0,,22,2,2016-07-04
EMP00861,47,Operations,Senior,High School,Seattle WA,13,94052,Exceeds Expectations,1.2,3.1,0,,58,4,2014-12-30
EMP00862,29,Operations,Senior,Bachelor,New York NY,0,101348,Exceeds Expectations,1.6,3.7,0,,62,2,2020-03-23
EMP00863,40,Sales,VP,PhD,New York NY,0,204872,Needs Improvement,2.1,3.4,1,Better Opportunity,55,2,2016-04-17
EMP00864,38,Engineering,Junior,High School,Boston MA,4,56475,Meets Expectations,4.1,3.0,0,,34,1,2015-09-06
EMP00865,27,HR,Lead,PhD,Seattle WA,9,112171,Outstanding,4.7,2.0,1,Better Opportunity,33,2,2019-05-29
EMP00866,58,Finance,Mid,Master,San Francisco CA,13,87246,Meets Expectations,4.2,1.6,0,,53,4,2022-07-19
EMP00867,41,HR,Senior,PhD,Austin TX,2,94743,Outstanding,3.5,3.2,0,,17,4,2022-03-26
EMP00868,42,Customer Success,Director,High School,Chicago IL,11,165347,Outstanding,2.9,4.8,0,,3,3,2021-12-10
EMP00869,30,Sales,VP,High School,Seattle WA,9,215776,Exceeds Expectations,3.0,1.5,0,,16,3,2018-12-20
EMP00870,55,Engineering,Lead,Master,Chicago IL,14,132498,Needs Improvement,1.2,4.3,1,Better Opportunity,37,4,2015-08-16
EMP00871,43,Customer Success,Director,Bachelor,Chicago IL,1,153979,Needs Improvement,3.7,4.0,0,,18,4,2018-12-28
EMP00872,36,Customer Success,Mid,Bachelor,Austin TX,4,74859,Outstanding,3.9,4.7,0,,8,0,2020-10-14
EMP00873,29,Marketing,Manager,PhD,Austin TX,3,128100,Outstanding,2.9,4.3,0,,15,2,2021-05-01
EMP00874,33,Product,Lead,High School,Seattle WA,7,132581,Outstanding,2.0,3.5,0,,18,5,2020-12-15
EMP00875,31,Engineering,Mid,Master,New York NY,7,70595,Outstanding,3.8,1.8,0,,12,4,2019-09-20
EMP00876,39,Customer Success,Senior,Bachelor,Austin TX,12,97642,Outstanding,1.4,2.7,0,,36,3,2021-09-03
EMP00877,46,Sales,Manager,High School,New York NY,0,139023,Outstanding,3.6,4.6,0,,17,3,2017-06-04
EMP00878,22,Customer Success,Senior,High School,San Francisco CA,5,96722,Outstanding,4.4,1.8,0,,19,2,2015-01-03
EMP00879,30,Operations,Lead,PhD,Seattle WA,8,130721,Outstanding,2.2,2.6,0,,77,5,2017-05-30
EMP00880,54,Marketing,Manager,High School,Austin TX,8,124240,Outstanding,3.4,3.3,0,,3,5,2014-10-29
EMP00881,28,Marketing,Mid,High School,San Francisco CA,3,81365,Meets Expectations,2.9,4.0,0,,49,3,2020-05-08
EMP00882,38,Sales,Junior,Bachelor,New York NY,3,46226,Needs Improvement,1.3,4.1,0,,13,5,2016-02-09
EMP00883,30,Customer Success,Lead,Bachelor,Seattle WA,6,111413,Meets Expectations,2.8,2.1,0,,67,1,2020-02-08
EMP00884,23,Sales,Manager,High School,New York NY,3,126669,Outstanding,1.6,1.0,1,Compensation,67,3,2016-10-16
EMP00885,35,HR,VP,High School,Seattle WA,15,206411,Meets Expectations,3.5,3.2,0,,54,5,2023-01-14
EMP00886,26,Product,VP,High School,Chicago IL,2,194167,Meets Expectations,2.2,1.5,0,,69,2,2026-03-25
EMP00887,40,Engineering,Mid,High School,Chicago IL,8,77793,Exceeds Expectations,1.3,4.5,0,,73,1,2014-10-27
EMP00888,25,Finance,Lead,High School,New York NY,3,124096,Needs Improvement,4.7,2.1,0,,53,2,2019-08-03
EMP00889,25,HR,Senior,Bachelor,Seattle WA,4,91692,Needs Improvement,3.9,4.7,0,,9,4,2022-01-20
EMP00890,26,Engineering,Senior,Bachelor,New York NY,13,104600,Outstanding,4.7,4.6,0,,5,0,2015-02-04
EMP00891,54,Engineering,Lead,High School,Austin TX,7,126310,Meets Expectations,2.9,4.1,0,,3,1,2021-04-20
